ID,Ed1,Ed2,Ed3,Gen1,Gen2
2223,0,0,0,0,1
2224,1,1,1,0,1
2225,1,0,1,0,1
2226,1,1,1,0,1
2227,0,0,0,1,0
2228,1,0,1,1,0
2229,1,0,1,0,1
2230,0,0,0,1,0
2231,1,0,1,0,1
2232,1,0,1,0,1
2233,1,1,1,1,0
2234,1,0,1,1,0
2235,1,0,1,0,1
2236,0,0,0,0,1
2237,0,0,0,1,0
2238,0,0,0,0,1
2239,1,1,1,0,1
2240,1,0,1,1,0
2241,0,0,0,1,0
2242,1,1,1,0,1
2243,1,0,1,0,1
2244,1,0,1,1,0
2245,1,1,1,0,1
2246,1,1,1,1,0
2247,1,1,1,1,0
2248,1,1,1,1,0
2249,1,0,1,1,0
2250,1,1,1,0,1
2251,1,0,0,1,0
2252,1,0,1,0,1
2253,1,0,1,1,0
2254,1,0,1,1,0
2255,1,0,1,1,0
2256,1,0,1,1,0
2257,0,0,1,1,0
2258,0,0,1,1,0
2259,0,0,0,1,0
2260,1,0,0,1,0
2261,1,0,1,1,0
2262,1,1,0,1,0
2263,1,0,1,1,0
2264,1,0,1,1,0
2265,1,0,1,0,1
2266,1,1,1,0,1
2267,1,0,1,0,1
2268,1,0,1,1,0
2269,0,0,0,1,0
2270,1,0,1,1,0
2271,1,0,1,0,1
2272,1,1,1,1,0
2273,0,0,0,0,1
2274,1,1,1,0,1
2275,1,0,1,0,1
2276,1,0,1,1,0
2277,1,1,1,1,0
2278,1,1,1,1,0
2279,1,1,1,0,1
2280,1,0,1,0,1
2281,0,0,0,0,1
2282,1,0,1,1,0
2283,1,0,1,0,1
2284,1,0,1,0,1
2285,1,1,1,1,0
2286,1,0,0,0,1
2287,1,1,1,1,0
2288,1,0,1,1,0
2289,1,0,1,1,0
2290,1,0,1,1,0
2291,1,0,1,1,0
2292,0,0,0,1,0
2293,1,0,1,0,1
2294,1,0,1,0,1
2295,0,0,0,1,0
2296,1,0,1,1,0
2297,1,0,0,1,0
2298,1,0,1,0,1
2299,1,0,1,1,0
2300,1,1,1,0,1
2301,1,1,1,0,1
2302,1,1,1,1,0
2303,1,1,1,0,1
2304,0,0,0,1,0
2305,1,0,1,1,0
2306,1,0,1,1,0
2307,1,0,1,0,1
2308,1,0,1,0,1
2309,1,0,1,1,0
2310,1,1,1,0,1
2311,1,0,1,1,0
2312,0,0,0,0,1
2313,0,0,0,0,0
2314,0,0,0,0,1
2315,0,0,0,0,1
2316,1,0,1,0,1
2317,1,0,1,0,1
2318,1,1,1,0,1
2319,1,0,1,1,0
2320,1,0,1,0,1
2321,1,1,1,0,1
2322,1,0,1,1,0
2323,1,0,1,1,0
2324,1,0,1,1,0
2325,1,1,1,0,1
2326,1,0,1,1,0
2327,1,0,1,0,1
2328,0,0,0,0,1
2329,1,0,1,0,1
2330,1,0,1,0,1
2331,1,0,1,1,0
2332,0,0,0,0,1
2333,1,1,1,1,0
2334,1,0,1,0,1
2335,1,0,1,1,0
2336,1,0,1,0,1
2337,1,0,1,0,1
2338,1,1,1,0,1
2339,0,0,0,1,0
2340,1,0,1,1,0
2341,1,0,1,0,1
2342,0,0,0,1,0
2343,1,0,1,1,0
2344,1,1,1,1,0
2345,1,0,1,0,1
2346,1,0,1,0,1
2347,1,1,1,0,1
2348,1,0,1,1,0
2349,1,0,1,1,0
2350,1,1,1,0,1
2351,1,1,1,0,1
2352,1,1,1,1,0
2353,0,0,0,0,1
2354,1,0,1,1,0
2355,1,0,1,1,0
2356,1,0,1,0,1
2357,0,0,0,0,1
2358,1,0,0,1,0
2359,1,1,1,1,0
2360,1,0,1,0,1
2361,1,0,1,1,0
2362,1,1,1,0,1
2363,0,0,1,0,1
2364,0,0,0,0,1
2365,1,0,1,0,1
2366,1,0,1,0,1
2367,1,0,1,0,1
2368,0,0,0,0,1
2369,1,0,1,1,0
2370,1,0,1,0,1
2371,1,0,1,1,0
2372,0,0,0,0,1
2373,1,0,1,1,0
2374,1,1,1,1,0
2375,1,0,1,0,1
2376,1,0,1,1,0
2377,1,1,1,1,0
2378,1,0,1,0,1
2379,1,0,1,0,1
2380,1,0,1,1,0
2381,1,1,1,0,1
2382,0,0,0,0,1
2383,1,0,1,1,0
2384,1,1,1,1,0
2385,1,1,1,0,1
2386,1,0,1,0,1
2387,1,1,1,1,0
2388,0,0,0,0,1
2389,0,0,0,1,0
2390,1,1,1,0,1
2391,0,1,1,0,1
2392,1,0,1,0,1
2393,1,0,1,1,0
2394,1,0,1,0,1
2395,0,1,1,1,0
2396,1,0,1,1,0
2397,1,1,0,1,0
2398,1,1,1,0,0
2399,1,1,1,0,1
2400,1,0,1,1,0
2401,1,0,0,1,0
2402,1,0,1,0,1
2403,1,0,1,0,1
2404,1,1,1,0,1
2405,0,0,0,1,0
2406,1,0,1,0,1
2407,1,0,1,1,0
2408,1,1,1,1,0
2409,1,0,1,1,0
2410,1,0,1,1,0
2411,0,0,0,1,0
2412,1,0,1,0,1
2413,0,0,0,0,1
2414,1,1,1,0,1
2415,1,1,1,1,0
2416,1,1,1,1,0
2417,1,0,1,1,0
2418,1,0,1,0,1
2419,1,1,1,1,0
2420,1,0,1,0,1
2421,1,1,1,0,1
2422,0,0,0,1,0
2423,0,0,0,1,0
2424,1,0,1,0,1
2425,1,1,1,1,0
2426,1,0,1,0,1
2427,1,0,1,1,0
2428,1,0,1,1,0
2429,0,0,1,0,1
2430,1,0,1,1,0
2431,1,0,1,1,0
2432,0,0,0,1,0
2433,1,0,1,1,0
2434,1,1,1,1,0
2435,1,0,1,0,1
2436,1,0,1,0,1
2437,1,0,0,1,0
2438,1,1,1,0,1
2439,0,0,1,1,0
2440,1,0,1,1,0
2441,1,0,0,1,0
2442,0,0,0,0,1
2443,1,0,1,0,1
2444,0,0,0,0,1
2445,1,0,1,1,0
2446,1,0,1,1,0
2447,1,0,1,1,0
2448,0,0,0,1,0
2449,0,0,0,0,1
2450,1,0,1,1,0
2451,1,0,1,0,1
2452,0,0,1,0,1
2453,1,1,1,1,0
2454,1,0,1,1,0
2455,1,1,1,1,0
2456,1,1,1,0,1
2457,0,0,0,0,1
2458,1,0,1,0,1
2459,0,0,0,1,0
2460,1,1,1,1,0
2461,1,1,1,1,0
2462,1,0,1,1,0
2463,1,1,1,1,0
2464,1,1,1,1,0
2465,0,0,0,1,0
2466,0,0,1,1,0
2467,1,0,1,1,0
2468,0,0,0,0,1
2469,1,0,1,0,1
2470,1,1,1,1,0
2471,0,0,0,0,1
2472,1,1,1,1,0
2473,1,0,1,0,1
2474,1,0,1,1,0
2475,0,0,0,1,0
2476,1,0,1,1,0
2477,0,1,1,0,1
2478,0,0,0,1,0
2479,1,1,1,0,1
2480,1,1,1,0,1
2481,0,0,0,1,0
2482,0,0,0,1,0
2483,1,1,1,1,0
2484,0,0,1,1,0
2485,1,0,1,1,0
2486,1,1,1,0,1
2487,0,1,0,1,0
2488,1,0,1,0,1
2489,1,1,1,1,0
2490,1,0,1,1,0
2491,1,0,1,1,0
2492,1,0,1,1,0
2493,1,1,1,0,1
2494,1,0,1,0,1
2495,0,1,1,1,0
2496,0,0,0,1,0
2497,1,1,1,1,0
2498,1,0,0,0,1
2499,1,0,0,0,1
2500,1,0,1,1,0
2501,0,0,0,0,1
2502,1,1,1,0,1
2503,1,0,0,0,1
2504,1,0,1,0,1
2505,1,1,1,1,0
2506,1,0,1,1,0
2507,1,0,1,1,0
2508,0,0,0,1,0
2509,1,1,1,0,1
2510,1,0,1,1,0
2511,1,0,1,1,0
2512,1,1,1,0,1
2513,0,1,0,1,0
2514,1,0,1,1,0
2515,1,1,1,1,0
2516,1,0,1,0,1
2517,1,0,1,0,1
2518,1,1,1,0,1
2519,0,0,0,0,0
2520,1,0,1,0,0
2521,1,0,1,1,0
2522,0,0,1,0,1
2523,0,0,0,0,1
2524,1,0,1,1,0
2525,1,0,1,1,0
2526,1,0,1,1,0
2527,1,0,1,0,1
2528,1,0,1,0,1
2529,1,0,1,1,0
2530,1,0,1,1,0
2531,1,1,1,1,0
2532,0,0,0,1,0
2533,0,0,0,1,0
2534,1,1,1,0,1
2535,1,0,1,0,1
2536,0,0,0,1,0
2537,0,0,0,1,0
2538,1,0,1,1,0
2539,1,0,1,0,1
2540,1,1,0,0,1
2541,1,1,1,0,1
2542,0,0,0,0,1
2543,1,1,1,0,1
2544,0,0,0,0,1
2545,0,1,1,0,1
2546,1,1,1,1,0
2547,1,0,1,1,0
2548,0,0,1,1,0
2549,0,1,1,1,0
2550,1,0,1,0,1
2551,1,0,1,0,1
2552,1,0,1,1,0
2553,1,0,1,1,0
2554,1,0,1,1,0
2555,1,1,1,0,1
2556,1,0,1,0,1
2557,1,1,1,0,1
2558,1,0,1,1,0
2559,1,0,1,1,0
2560,1,1,1,1,0
2561,1,0,1,1,0
2562,1,0,0,1,0
2563,1,1,1,1,0
2564,0,1,1,1,0
2565,0,0,0,1,0
2566,1,0,1,1,0
2567,1,1,1,1,0
2568,1,0,0,0,1
2569,1,1,0,1,0
2570,1,0,1,0,1
2571,1,0,1,0,1
2572,1,1,1,0,1
2573,1,0,1,1,0
2574,1,0,1,1,0
2575,1,1,1,0,1
2576,0,0,1,0,1
2577,0,0,0,0,1
2578,1,0,1,1,0
2579,1,0,1,1,0
2580,0,0,0,0,1
2581,0,0,0,1,0
2582,1,1,1,1,0
2583,1,0,1,0,1
2584,0,0,0,1,0
2585,1,1,1,1,0
2586,1,0,1,1,0
2587,1,0,1,0,1
2588,1,0,1,0,1
2589,1,0,1,1,0
2590,0,0,0,1,0
2591,0,0,0,1,0
2592,1,0,1,0,1
2593,1,0,1,0,1
2594,0,0,0,0,1
2595,1,0,1,0,1
2596,1,0,0,0,1
2597,1,1,1,0,1
2598,1,1,1,0,1
2599,1,1,0,1,0
2600,0,1,1,1,0
2601,1,1,1,1,0
2602,0,1,1,0,1
2603,1,1,1,0,1
2604,1,0,1,1,0
2605,1,1,1,0,1
2606,1,0,1,1,0
2607,0,1,1,1,0
2608,1,0,1,1,0
2609,1,0,1,1,0
2610,1,1,1,0,1
2611,1,0,1,0,1
2612,1,0,1,0,1
2613,1,0,1,0,1
2614,1,0,0,1,0
2615,1,0,1,0,1
2616,1,1,1,0,1
2617,1,0,1,1,0
2618,1,0,1,1,0
2619,1,0,1,0,1
2620,1,0,1,0,1
2621,1,0,1,0,1
2622,1,0,1,0,1
2623,1,0,1,1,0
2624,0,0,0,1,0
2625,1,0,1,1,0
2626,0,0,0,0,1
2627,1,0,1,0,1
2628,1,0,1,0,1
2629,1,0,1,1,0
2630,1,0,1,0,1
2631,1,0,1,0,1
2632,0,0,0,0,1
2633,1,0,1,0,1
2634,1,1,1,1,0
2635,1,0,1,1,0
2636,1,0,1,0,1
2637,1,1,1,0,1
2638,1,0,1,0,1
2639,1,0,1,0,1
2640,1,0,1,1,0
2641,1,0,1,0,1
2642,1,1,1,0,1
2643,1,0,1,0,1
2644,1,0,0,1,0
2645,0,0,0,0,1
2646,1,1,1,1,0
2647,1,0,1,0,1
2648,1,0,1,1,0
2649,1,1,1,0,1
2650,1,0,1,0,1
2651,0,1,0,0,1
2652,1,0,1,0,1
2653,1,1,1,0,1
2654,1,0,1,0,1
2655,1,0,1,1,0
2656,1,0,1,1,0
2657,1,0,1,0,1
2658,1,0,1,1,0
2659,1,0,1,1,0
2660,1,0,1,1,0
2661,1,0,1,0,1
2662,1,0,1,0,1
2663,1,0,0,0,1
2664,0,0,0,1,0
2665,0,0,0,1,0
2666,1,0,1,0,1
2667,0,0,0,1,0
2668,1,0,0,0,0
2669,1,0,1,0,1
2670,1,0,1,0,0
2671,0,0,0,1,0
2672,1,1,0,0,1
2673,1,1,1,1,0
2674,1,0,1,0,1
2675,1,1,1,0,1
2676,0,0,0,0,1
2677,1,0,1,0,1
2678,1,0,1,0,1
2679,1,0,1,1,0
2680,1,0,0,0,1
2681,1,0,1,0,1
2682,1,1,1,0,1
2683,1,0,1,0,1
2684,0,0,0,0,1
2685,0,0,0,0,1
2686,1,0,1,1,0
2687,1,0,0,0,0
2688,1,0,1,0,1
2689,1,1,1,0,1
2690,1,0,1,0,1
2691,1,0,1,0,1
2692,0,0,0,0,0
2693,1,0,1,0,1
2694,1,1,1,0,1
2695,1,0,1,1,0
2696,1,0,0,0,1
2697,1,1,1,0,1
2698,1,0,1,0,1
2699,1,0,1,0,1
2700,1,1,0,0,1
2701,0,0,0,0,1
2702,1,0,1,0,1
2703,1,0,1,0,1
2704,1,1,1,0,1
2705,1,0,1,0,1
2706,1,0,1,0,1
2707,1,1,1,0,1
2708,0,0,0,0,1
2709,1,0,1,0,1
2710,1,0,1,0,1
2711,1,0,1,0,1
2712,1,0,0,0,1
2713,0,0,0,1,0
2714,1,0,1,0,1
2715,0,0,0,1,0
2716,0,0,0,1,0
2717,0,0,0,1,0
2718,1,0,1,0,1
2719,1,0,1,1,0
2720,1,0,1,0,1
2721,0,0,0,1,0
2722,1,1,1,0,1
2723,1,0,1,0,1
2724,0,0,0,0,1
2725,0,0,0,0,1
2726,1,0,0,0,1
2727,0,0,0,1,0
2728,1,0,0,1,0
2729,1,0,1,0,1
2730,1,1,0,0,1
2731,1,0,1,0,1
2732,0,0,1,1,0
2733,1,0,1,1,0
2734,0,0,0,0,1
2735,0,0,0,1,0
2736,0,0,0,0,1
2737,1,1,1,0,1
2738,1,0,1,0,1
2739,1,0,0,1,0
2740,1,1,0,0,1
2741,0,0,0,0,1
2742,1,0,0,1,0
2743,1,0,1,0,1
2744,1,0,1,0,1
2745,0,0,0,0,1
2746,1,0,1,0,0
2747,1,0,1,1,0
2748,1,1,1,0,1
2749,1,0,0,0,0
2750,1,0,1,0,1
2751,1,0,0,0,1
2752,0,0,0,0,1
2753,1,1,1,0,1
2754,1,0,0,0,1
2755,1,0,1,0,1
2756,1,0,1,0,1
2757,1,0,1,0,1
2758,1,0,1,0,1
2759,1,0,1,0,1
2760,1,0,0,1,0
2761,0,0,0,0,1
2762,1,0,1,1,0
2763,1,0,1,0,1
2764,0,0,0,0,1
2765,1,0,1,0,1
2766,1,0,1,1,0
2767,1,0,1,0,1
2768,1,1,1,0,1
2769,1,0,0,0,1
2770,1,0,1,1,0
2771,0,0,0,0,1
2772,0,0,0,1,0
2773,1,0,1,0,1
2774,1,0,1,0,1
2775,0,0,0,1,0
2776,0,0,1,0,1
2777,1,0,1,1,0
2778,0,0,0,1,0
2779,1,0,1,0,1
2780,1,0,1,1,0
2781,1,0,0,1,0
2782,1,0,1,0,1
2783,0,0,0,1,0
2784,1,0,1,1,0
2785,0,0,0,1,0
2786,1,0,1,1,0
2787,1,0,1,1,0
2788,0,0,1,1,0
2789,1,0,1,0,1
2790,0,0,0,1,0
2791,1,0,1,1,0
2792,0,1,1,1,0
2793,1,0,1,0,1
2794,1,0,1,0,1
2795,0,0,0,1,0
2796,1,0,0,0,1
2797,0,0,0,0,1
2798,1,1,1,0,1
2799,1,1,1,1,0
2800,1,0,1,0,1
2801,1,0,1,0,1
2802,1,0,1,0,1
2803,1,0,1,1,0
2804,1,0,1,0,1
2805,0,0,0,0,1
2806,0,0,0,1,0
2807,1,0,1,0,1
2808,1,0,1,0,1
2809,1,0,1,0,1
2810,1,0,1,0,1
2811,1,0,1,1,0
2812,0,0,0,0,1
2813,1,1,1,0,1
2814,1,1,1,1,0
2815,1,0,1,0,1
2816,0,0,0,0,1
2817,1,1,0,1,0
2818,0,0,0,1,0
2819,1,0,1,0,1
2820,1,0,1,0,1
2821,1,0,1,0,1
2822,1,0,1,0,1
2823,0,0,0,0,1
2824,0,0,0,1,0
2825,1,1,1,0,1
2826,0,0,0,0,1
2827,1,0,1,1,0
2828,1,0,1,1,0
2829,1,0,1,0,1
2830,1,0,1,1,0
2831,1,0,1,1,0
2832,1,0,0,0,1
2833,1,0,1,0,1
2834,0,0,0,0,1
2835,0,0,0,1,0
2836,0,0,0,0,1
2837,1,0,0,0,1
2838,1,1,1,0,1
2839,1,0,1,0,1
2840,0,0,0,1,0
2841,1,0,1,0,1
2842,0,0,0,0,1
2843,0,0,0,0,1
2844,1,0,1,1,0
2845,1,1,1,0,1
2846,0,0,0,0,1
2847,1,0,1,1,0
2848,1,1,1,0,1
2849,1,0,1,0,1
2850,1,0,1,1,0
2851,0,0,0,1,0
2852,0,0,1,0,1
2853,1,0,0,0,1
2854,1,0,1,0,1
2855,0,0,0,1,0
2856,0,0,0,1,0
2857,0,0,0,0,1
2858,1,0,1,0,1
2859,1,0,1,0,1
2860,1,1,1,0,1
2861,0,0,1,1,0
2862,1,0,1,1,0
2863,1,0,1,1,0
2864,1,0,1,1,0
2865,0,0,0,0,0
2866,0,0,0,0,1
2867,0,0,0,0,1
2868,1,0,1,0,1
2869,1,0,0,0,1
2870,1,0,1,0,1
2871,1,0,1,0,1
2872,1,0,0,0,1
2873,1,0,1,0,1
2874,1,0,1,0,1
2875,0,0,0,1,0
2876,1,0,1,1,0
2877,1,0,1,1,0
2878,0,0,0,1,0
2879,1,0,1,0,1
2880,0,0,0,0,1
2881,1,0,1,1,0
2882,0,0,0,1,0
2883,0,0,0,0,1
2884,1,1,1,0,1
2885,0,0,0,0,1
2886,1,0,1,1,0
2887,1,0,1,0,1
2888,1,0,1,0,0
2889,1,0,1,1,0
2890,1,0,1,1,0
2891,1,1,1,0,1
2892,1,0,1,0,1
2893,1,1,0,0,1
2894,0,0,0,0,1
2895,1,0,1,0,1
2896,1,0,1,0,1
2897,0,0,0,1,0
2898,1,0,1,0,1
2899,0,0,0,0,1
2900,1,1,0,1,0
2901,1,0,0,1,0
2902,0,0,0,0,1
2903,1,0,1,0,1
2904,1,0,1,0,1
2905,1,0,0,0,1
2906,0,0,0,0,1
2907,1,0,1,0,1
2908,1,0,0,0,0
2909,0,0,0,1,0
2910,0,0,0,1,0
2911,1,0,0,1,0
2912,1,0,1,1,0
2913,0,0,0,1,0
2914,1,0,1,0,1
2915,1,0,1,0,1
2916,0,0,0,1,0
2917,0,0,0,0,1
2918,1,0,1,0,1
2919,0,0,0,1,0
2920,1,1,1,1,0
2921,1,0,1,0,1
2922,1,0,1,0,1
2923,0,0,0,1,0
2924,1,0,1,0,1
2925,1,0,1,1,0
2926,1,0,1,0,1
2927,1,0,1,0,1
2928,1,0,1,1,0
2929,1,0,1,0,1
2930,1,0,1,1,0
2931,0,0,0,1,0
2932,1,0,1,1,0
2933,1,0,1,0,1
2934,1,0,1,0,1
2935,0,0,0,0,1
2936,1,1,1,0,1
2937,0,0,0,0,1
2938,0,0,0,0,1
2939,0,0,0,0,1
2940,0,0,0,1,0
2941,0,0,0,0,1
2942,1,0,1,0,1
2943,1,0,1,0,1
2944,1,0,1,0,1
2945,0,0,0,0,1
2946,0,0,0,1,0
2947,1,0,0,1,0
2948,1,0,1,1,0
2949,1,0,1,0,1
2950,0,0,0,1,0
2951,1,0,1,1,0
2952,1,0,1,0,1
2953,1,0,1,0,0
2954,1,0,1,0,1
2955,1,1,1,0,1
2956,0,0,0,0,1
2957,1,1,1,0,1
2958,0,0,0,1,0
2959,1,0,1,1,0
2960,1,0,1,1,0
2961,1,1,1,1,0
2962,1,1,1,1,0
2963,0,0,0,0,1
2964,0,0,0,0,1
2965,0,0,0,1,0
2966,0,0,0,0,1
2967,1,0,1,0,1
2968,0,0,0,0,1
2969,1,0,1,0,1
2970,1,0,1,0,1
2971,1,1,1,1,0
2972,1,0,1,0,1
2973,1,0,1,1,0
2974,1,0,1,0,1
2975,0,0,0,1,0
2976,0,0,0,1,0
2977,1,0,1,0,1
2978,1,0,1,0,1
2979,1,0,1,0,1
2980,0,0,0,1,0
2981,1,0,1,1,0
2982,1,0,1,1,0
2983,1,0,1,0,1
2984,0,0,0,0,1
2985,1,0,1,1,0
2986,0,0,0,1,0
2987,1,0,1,0,1
2988,1,0,1,0,1
2989,1,0,1,0,1
2990,1,0,1,1,0
2991,0,0,0,0,1
2992,0,0,0,1,0
2993,1,0,1,0,1
2994,0,0,0,0,1
2995,1,1,1,0,1
2996,1,0,0,0,1
2997,0,0,0,1,0
2998,1,0,0,0,1
2999,1,0,1,0,1
3000,0,0,0,0,1
3001,1,1,1,0,1
3002,1,0,1,0,1
3003,0,0,0,0,1
3004,1,0,1,1,0
3005,0,0,0,0,1
3006,0,0,0,0,1
3007,1,0,1,1,0
3008,1,0,1,1,0
3009,1,0,1,0,0
3010,1,0,1,0,1
3011,0,0,0,0,1
3012,0,0,0,0,1
3013,1,1,1,0,1
3014,1,0,1,1,0
3015,0,0,0,0,1
3016,1,0,0,0,0
3017,0,1,0,0,1
3018,0,0,0,1,0
3019,0,0,0,0,1
3020,1,1,1,0,1
3021,1,0,1,1,0
3022,1,1,1,0,1
3023,1,0,1,0,1
3024,1,1,1,0,1
3025,0,0,1,0,1
3026,1,0,1,0,1
3027,0,0,0,0,1
3028,0,0,0,0,1
3029,1,0,1,0,1
3030,0,0,0,0,1
3031,0,0,1,0,1
3032,1,1,1,0,1
3033,1,0,1,0,1
3034,1,1,0,0,1
3035,1,1,0,0,1
3036,1,0,1,0,1
3037,0,0,0,1,0
3038,1,0,0,1,0
3039,1,1,0,0,1
3040,0,0,1,0,1
3041,0,0,0,1,0
3042,1,0,1,0,1
3043,1,0,1,1,0
3044,0,0,1,0,1
3045,1,0,0,0,1
3046,0,0,0,1,0
3047,1,0,1,0,1
3048,0,0,0,1,0
3049,1,0,1,0,1
3050,1,0,1,0,1
3051,1,0,1,0,1
3052,0,0,0,0,1
3053,0,0,0,0,1
3054,1,0,1,1,0
3055,1,1,1,0,1
3056,0,0,0,0,1
3057,0,0,0,0,1
3058,1,0,0,0,1
3059,1,0,1,0,1
3060,0,0,0,0,1
3061,1,1,1,0,1
3062,0,0,0,0,1
3063,1,0,1,0,1
3064,1,0,1,1,0
3065,1,0,0,0,1
3066,0,0,0,0,1
3067,0,0,0,1,0
3068,1,0,1,0,1
3069,1,0,1,0,1
3070,1,0,1,0,1
3071,1,1,1,0,1
3072,0,0,0,0,1
3073,0,0,0,1,0
3074,0,0,0,0,1
3075,1,0,1,0,1
3076,1,0,1,0,1
3077,1,0,1,0,1
3078,1,0,1,0,1
3079,1,1,1,0,1
3080,1,0,1,0,1
3081,0,0,0,1,0
3082,1,0,0,1,0
3083,1,0,1,0,1
3084,1,0,1,0,1
3085,1,1,1,0,1
3086,1,0,1,1,0
3087,1,0,0,1,0
3088,0,0,0,1,0
3089,0,0,0,1,0
3090,1,0,1,0,1
3091,1,0,1,1,0
3092,1,0,1,0,1
3093,1,0,0,0,1
3094,0,0,0,1,0
3095,0,0,0,0,1
3096,0,0,0,0,1
3097,1,0,1,0,1
3098,1,0,1,0,1
3099,1,1,1,0,1
3100,0,0,0,1,0
3101,0,0,0,1,0
3102,1,0,1,1,0
3103,1,0,1,1,0
3104,1,0,1,0,1
3105,0,0,0,0,1
3106,1,0,1,1,0
3107,0,0,0,0,1
3108,0,0,0,0,1
3109,0,0,0,1,0
3110,1,1,0,1,0
3111,0,0,0,0,1
3112,1,0,1,1,0
3113,0,0,0,0,0
3114,1,0,1,1,0
3115,1,0,1,0,1
3116,0,0,0,1,0
3117,1,0,0,1,0
3118,0,0,0,0,1
3119,0,0,0,1,0
3120,1,0,1,1,0
3121,1,0,1,1,0
3122,0,0,0,1,0
3123,0,0,1,0,1
3124,0,0,0,1,0
3125,0,0,1,0,1
3126,0,0,0,1,0
3127,0,0,0,0,1
3128,0,0,0,0,1
3129,1,0,1,0,1
3130,1,0,1,0,1
3131,0,0,0,0,1
3132,1,0,0,0,1
3133,0,0,0,1,0
3134,0,0,0,0,0
3135,1,0,1,0,1
3136,0,0,0,1,0
3137,0,0,0,1,0
3138,0,0,0,1,0
3139,1,0,1,1,0
3140,1,0,1,1,0
3141,1,0,1,0,1
3142,1,1,0,0,1
3143,1,0,1,0,1
3144,0,0,0,1,0
3145,1,1,1,1,0
3146,1,0,1,1,0
3147,1,0,1,0,1
3148,0,0,0,1,0
3149,1,0,1,0,1
3150,0,0,0,1,0
3151,0,0,0,1,0
3152,0,0,0,0,1
3153,0,0,0,0,1
3154,1,0,1,0,1
3155,1,0,1,0,1
3156,1,0,0,0,1
3157,1,1,0,0,1
3158,1,0,1,0,1
3159,0,0,0,0,1
3160,0,0,0,0,1
3161,1,0,0,0,1
3162,1,0,1,1,0
3163,1,0,1,0,1
3164,0,0,0,0,1
3165,1,1,0,1,0
3166,1,0,1,0,1
3167,0,0,0,1,0
3168,0,0,0,1,0
3169,0,0,0,0,1
3170,1,0,1,0,0
3171,0,0,0,0,1
3172,0,0,0,1,0
3173,1,1,1,0,1
3174,1,0,1,0,1
3175,0,0,1,0,1
3176,1,0,1,0,1
3177,1,0,0,0,1
3178,0,0,0,1,0
3179,0,0,0,0,1
3180,0,0,0,0,1
3181,0,0,0,1,0
3182,0,0,0,0,1
3183,0,0,1,0,1
3184,0,0,0,1,0
3185,0,0,0,1,0
3186,1,0,0,0,1
3187,1,1,0,0,1
3188,0,0,0,1,0
3189,1,1,1,0,1
3190,0,0,0,0,1
3191,0,0,0,1,0
3192,1,0,1,0,1
3193,1,0,1,0,1
3194,1,0,0,0,1
3195,1,0,1,1,0
3196,1,0,1,0,1
3197,1,0,1,1,0
3198,1,0,1,1,0
3199,0,0,0,0,1
3200,1,0,1,1,0
3201,0,0,0,0,1
3202,1,1,1,1,0
3203,1,1,1,1,0
3204,1,0,1,0,1
3205,1,1,1,0,1
3206,1,0,1,0,1
3207,1,0,1,0,1
3208,1,0,0,1,0
3209,1,1,1,1,0
3210,1,1,1,1,0
3211,0,0,0,1,0
3212,1,0,0,0,1
3213,1,0,1,0,1
3214,1,0,1,0,1
3215,0,0,0,1,0
3216,1,0,1,0,1
3217,0,0,0,0,1
3218,0,0,0,1,0
3219,1,0,1,0,1
3220,1,0,0,0,1
3221,1,1,1,0,1
3222,1,0,1,0,1
3223,1,0,1,0,1
3224,0,0,0,1,0
3225,1,0,1,0,1
3226,0,0,0,0,1
3227,0,0,0,0,1
3228,0,0,0,1,0
3229,1,0,1,0,1
3230,0,0,0,0,1
3231,1,0,1,0,1
3232,1,0,0,0,1
3233,1,0,1,0,1
3234,1,0,1,0,1
3235,1,0,0,1,0
3236,1,1,1,0,1
3237,1,0,1,0,1
3238,1,0,1,0,1
3239,1,0,1,1,0
3240,1,0,1,1,0
3241,0,0,0,1,0
3242,1,0,1,1,0
3243,1,0,1,1,0
3244,1,0,1,1,0
3245,0,0,0,1,0
3246,1,0,0,0,1
3247,1,0,1,0,1
3248,0,0,0,0,1
3249,1,0,1,0,1
3250,1,0,1,0,1
3251,0,0,0,1,0
3252,0,0,0,1,0
3253,0,0,0,0,1
3254,0,0,0,0,1
3255,1,0,1,1,0
3256,1,0,1,0,1
3257,1,0,1,0,1
3258,0,0,0,0,1
3259,1,0,1,0,1
3260,0,0,0,1,0
3261,1,1,1,1,0
3262,1,0,1,0,1
3263,1,0,0,0,1
3264,1,1,1,0,1
3265,1,0,0,0,1
3266,1,1,1,1,0
3267,1,0,1,1,0
3268,0,0,0,0,1
3269,1,0,1,0,1
3270,1,1,1,0,1
3271,1,0,1,0,1
3272,1,0,1,1,0
3273,1,1,0,0,1
3274,0,0,0,0,1
3275,1,0,1,1,0
3276,1,0,1,0,1
3277,1,0,0,0,1
3278,0,0,0,0,1
3279,1,0,1,1,0
3280,1,0,1,1,0
3281,0,0,1,0,1
3282,1,1,1,0,1
3283,1,0,1,0,1
3284,1,0,1,0,1
3285,0,0,0,0,1
3286,1,1,1,0,1
3287,0,0,0,0,1
3288,1,0,1,1,0
3289,0,0,0,0,1
3290,1,1,0,0,1
3291,1,0,1,1,0
3292,0,0,0,1,0
3293,1,0,1,0,1
3294,0,0,0,0,1
3295,0,0,0,1,0
3296,1,0,1,0,1
